Age,Gender,Income,Occupation,Marital_Status,Household_Size,Weekly_Order_Frequency,Top_Priorities,Multi_Restaurant_Support,Flexible_Delivery_for_Freshness,Try_New_Food_Recommendations,Preferred_Cuisines,Wants_Personalised_Discounts,App_Frustrations,Sustainability_Importance,Importance_OnTime,Importance_DriverRating,Avg_Spend_Per_Order,Willing_To_Try_New_App,Max_Willingness_To_Pay,Likely_To_Recommend,Pay_Extra_For_Features,Order_Device,Delivery_Timing_Preference,Current_Satisfaction
45-54,Prefer not to say,15–25K,Employed,Other,5,3–5,"Variety of restaurants, Low price, Fast delivery",Yes,Yes,Sometimes,"Italian, Chinese, Japanese, Vegan",Yes,Late delivery,Often,4,3,75–100,Maybe,50–75,2,Depends,Mobile App,Schedule,7
25-34,Male,8–15K,Unemployed,Divorced,1,1–2,"Sustainability, Customization, Fresh/hot food",Yes,Yes,Always,"Vegan, Fast Food, Mexican",Yes,"Late delivery, Bad customer support, Poor packaging",Never,2,2,50–75,Yes,50–75,5,Yes,Mobile App,Schedule,5
25-34,Male,15–25K,Self-Employed,Married,5,3–5,Variety of restaurants,No,Yes,Often,"Italian, Indian",Yes,Lack of discounts,Always,5,4,50–75,Maybe,100–150,5,No,Mobile App,Schedule,9
35-44,Female,25K+,Unemployed,Single,6,1–2,Discounts,No,Yes,Rarely,"Vegan, Mexican",No,Bad customer support,Sometimes,3,3,25–50,Yes,50–75,2,Depends,Mobile App,Schedule,7
25-34,Female,4–8K,Self-Employed,Single,6,3–5,Fast delivery,No,Yes,Sometimes,"Mexican, Indian, Fast Food",Yes,"Late delivery, Non-transparent pricing, Cold food",Never,5,2,25–50,Yes,50–75,3,Yes,Mobile App,ASAP,5
18-24,Male,25K+,Employed,Divorced,1,1–2,"Variety of restaurants, Discounts",Yes,Yes,Sometimes,"Arabic, Mexican, Italian",Yes,"Poor packaging, Late delivery, Driver behavior",Often,3,5,25–50,Yes,75–100,1,No,Mobile App,ASAP,5
25-34,Female,4–8K,Student,Married,4,1–2,"Fast delivery, Discounts, Sustainability",No,No,Often,"Fast Food, Japanese, Italian, Vegan",Yes,Poor packaging,Sometimes,3,3,100+,No,50–75,1,No,Mobile App,ASAP,6
25-34,Male,4–8K,Student,Divorced,6,3–5,Fast delivery,Yes,Depends,Often,"Japanese, Arabic, Indian, Italian",Yes,"Poor packaging, Limited restaurant choice",Sometimes,4,3,100+,Yes,30–50,3,No,Mobile App,ASAP,6
45-54,Male,4–8K,Unemployed,Married,4,3–5,Customization,Yes,Depends,Often,"Japanese, Chinese, Vegan, Italian",Yes,"Lack of discounts, Cold food, Bad customer support",Sometimes,4,4,50–75,Maybe,50–75,3,Yes,Mobile App,Depends,8
45-54,Female,15–25K,Student,Other,3,3–5,Low price,Yes,Yes,Sometimes,"Mexican, Chinese",No,Driver behavior,Rarely,5,5,25–50,No,50–75,2,Yes,Mobile App,Schedule,7
35-44,Female,8–15K,Self-Employed,Married,1,1–2,"Fresh/hot food, Healthy options",Yes,Yes,Often,"Italian, Fast Food, Vegan, Arabic",Yes,Limited restaurant choice,Sometimes,3,3,25–50,Yes,75–100,2,Yes,Mobile App,ASAP,9
45-54,Female,4–8K,Homemaker,Married,7,1–2,"Variety of restaurants, Fast delivery, Low price",No,Depends,Sometimes,"Mexican, Fast Food, Arabic, Chinese",Yes,"Limited restaurant choice, Late delivery",Rarely,3,4,100+,No,50–75,2,Yes,Mobile App,Depends,8
45-54,Male,8–15K,Self-Employed,Married,6,3–5,"Discounts, Fresh/hot food, Fast delivery",Yes,Yes,Rarely,"Chinese, Vegan, Arabic, Indian",Yes,"Late delivery, Bad customer support, Non-transparent pricing",Often,3,4,10–25,Maybe,75–100,4,Yes,Mobile App,Schedule,5
25-34,Female,8–15K,Homemaker,Single,2,3–5,Low price,Yes,No,Sometimes,"Vegan, Chinese, Japanese",Yes,Cold food,Often,1,5,75–100,No,50–75,4,Depends,Mobile App,Depends,6
45-54,Male,4–8K,Employed,Married,3,3–5,"Fast delivery, Discounts, Variety of restaurants",Yes,No,Always,"Japanese, Italian",No,"Driver behavior, Poor packaging, Late delivery",Often,3,4,25–50,Yes,50–75,4,No,Mobile App,ASAP,5
25-34,Male,15–25K,Retired,Other,4,6+,"Fast delivery, Healthy options, Customization",Yes,Yes,Often,"Fast Food, Italian, Arabic",Yes,"Limited restaurant choice, Poor packaging",Sometimes,3,4,25–50,Maybe,30–50,3,Depends,WhatsApp,Schedule,5
45-54,Female,15–25K,Homemaker,Other,6,3–5,"Discounts, Sustainability",Yes,Depends,Sometimes,"Chinese, Vegan",Yes,"Driver behavior, Poor packaging, Non-transparent pricing, Bad customer support",Always,5,2,75–100,No,50–75,2,Yes,Mobile App,Schedule,3
45-54,Female,8–15K,Student,Other,1,3–5,"Low price, Variety of restaurants",Yes,Depends,Often,"Fast Food, Vegan",No,"Late delivery, Cold food, Non-transparent pricing, Limited restaurant choice",Sometimes,4,2,10–25,Yes,75–100,5,No,Mobile App,ASAP,9
25-34,Female,25K+,Self-Employed,Married,7,3–5,"Variety of restaurants, Fast delivery, Healthy options",Yes,Yes,Always,"Italian, Chinese",Yes,"Late delivery, Bad customer support, Limited restaurant choice",Often,4,4,25–50,Yes,30–50,5,Yes,Mobile App,ASAP,9
18-24,Female,8–15K,Employed,Divorced,5,6+,Customization,Yes,Yes,Sometimes,"Indian, Mexican",No,"Late delivery, Driver behavior, Limited restaurant choice, Cold food",Sometimes,2,2,100+,Yes,75–100,2,Depends,Mobile App,ASAP,5
25-34,Female,25K+,Student,Divorced,7,3–5,"Variety of restaurants, Discounts",Yes,Yes,Sometimes,"Chinese, Indian, Arabic",Yes,Late delivery,Always,3,2,50–75,Maybe,30–50,3,Depends,Mobile App,Schedule,4
25-34,Female,8–15K,Employed,Other,2,3–5,Discounts,No,Yes,Always,"Arabic, Japanese",Yes,Driver behavior,Sometimes,4,4,50–75,Yes,30–50,1,Depends,WhatsApp,ASAP,8
45-54,Male,8–15K,Retired,Single,4,3–5,"Fresh/hot food, Variety of restaurants",Yes,Yes,Often,"Fast Food, Arabic, Indian",No,"Poor packaging, Non-transparent pricing, Limited restaurant choice, Driver behavior",Sometimes,5,3,50–75,Yes,30–50,4,Yes,Mobile App,Schedule,5
45-54,Male,4–8K,Self-Employed,Divorced,3,3–5,Sustainability,No,Yes,Sometimes,"Italian, Japanese, Vegan, Chinese",No,"Driver behavior, Non-transparent pricing, Lack of discounts",Rarely,3,4,10–25,Maybe,75–100,5,Depends,Mobile App,ASAP,9
18-24,Male,15–25K,Unemployed,Married,7,1–2,"Low price, Fast delivery, Sustainability",No,Yes,Sometimes,"Chinese, Vegan",Yes,"Late delivery, Non-transparent pricing, Bad customer support, Poor packaging",Sometimes,1,2,25–50,Yes,30–50,4,No,Mobile App,ASAP,5
25-34,Male,8–15K,Self-Employed,Divorced,1,1–2,Discounts,No,Depends,Sometimes,"Vegan, Italian",No,Poor packaging,Sometimes,2,2,25–50,Maybe,50–75,5,Depends,Mobile App,ASAP,2
25-34,Female,4–8K,Retired,Other,2,6+,Sustainability,Yes,Yes,Rarely,"Indian, Japanese, Fast Food",Yes,"Late delivery, Driver behavior",Rarely,2,5,25–50,Yes,50–75,3,No,WhatsApp,Schedule,6
25-34,Female,0–4K,Self-Employed,Single,1,3–5,Sustainability,Yes,Yes,Always,"Vegan, Mexican",Yes,Driver behavior,Sometimes,2,3,25–50,Yes,50–75,1,No,Mobile App,Schedule,5
18-24,Male,8–15K,Unemployed,Divorced,6,3–5,"Fresh/hot food, Fast delivery, Customization",No,Yes,Sometimes,"Chinese, Fast Food",Yes,"Limited restaurant choice, Cold food",Often,4,3,50–75,Yes,50–75,5,Yes,Mobile App,Schedule,7
25-34,Male,8–15K,Homemaker,Divorced,5,6+,"Healthy options, Variety of restaurants",Yes,Yes,Often,"Vegan, Italian",Yes,Driver behavior,Rarely,4,4,10–25,Maybe,50–75,3,No,Mobile App,Schedule,6
45-54,Female,15–25K,Employed,Other,3,3–5,"Fast delivery, Discounts",Yes,Yes,Rarely,"Mexican, Indian, Vegan",No,"Driver behavior, Poor packaging",Sometimes,2,2,50–75,No,100–150,2,Yes,Mobile App,Schedule,8
25-34,Male,15–25K,Unemployed,Single,1,1–2,"Variety of restaurants, Customization, Low price",Yes,Yes,Sometimes,"Mexican, Vegan",Yes,Lack of discounts,Often,5,5,10–25,Maybe,50–75,5,Yes,Mobile App,ASAP,8
25-34,Female,4–8K,Student,Single,4,3–5,"Low price, Fresh/hot food, Discounts",Yes,Yes,Never,"Indian, Japanese",Yes,"Driver behavior, Lack of discounts, Limited restaurant choice",Sometimes,5,3,10–25,No,30–50,2,Yes,Mobile App,ASAP,7
35-44,Female,15–25K,Retired,Other,6,3–5,"Healthy options, Fresh/hot food, Sustainability",No,Depends,Often,"Chinese, Mexican, Indian",No,"Late delivery, Lack of discounts, Poor packaging, Bad customer support",Rarely,1,3,25–50,Yes,50–75,2,Depends,Mobile App,ASAP,7
25-34,Male,4–8K,Homemaker,Married,6,1–2,"Low price, Discounts, Healthy options",Yes,Depends,Sometimes,"Chinese, Arabic, Fast Food",Yes,Bad customer support,Never,5,5,75–100,Yes,50–75,4,Yes,Mobile App,ASAP,7
55+,Female,15–25K,Student,Divorced,3,1–2,"Discounts, Healthy options",Yes,Yes,Often,"Vegan, Japanese, Mexican",Yes,Poor packaging,Never,3,4,25–50,Yes,50–75,1,Depends,Mobile App,Schedule,4
55+,Female,15–25K,Student,Married,6,1–2,"Discounts, Fresh/hot food",Yes,Yes,Rarely,"Japanese, Chinese, Fast Food",Yes,"Poor packaging, Bad customer support, Lack of discounts, Late delivery",Often,2,5,50–75,No,100–150,4,Depends,Other,Depends,8
25-34,Male,8–15K,Retired,Divorced,4,1–2,"Fresh/hot food, Fast delivery",Yes,No,Sometimes,"Indian, Vegan",Yes,"Late delivery, Driver behavior",Often,2,3,50–75,Maybe,75–100,2,Depends,Mobile App,Schedule,8
25-34,Female,15–25K,Homemaker,Divorced,1,1–2,"Variety of restaurants, Fresh/hot food",Yes,No,Rarely,"Mexican, Arabic, Italian",No,Limited restaurant choice,Always,3,5,25–50,Yes,30–50,3,Depends,Mobile App,ASAP,7
25-34,Female,8–15K,Student,Married,3,1–2,Sustainability,Yes,Yes,Sometimes,"Italian, Fast Food",Yes,"Late delivery, Limited restaurant choice",Often,3,4,50–75,No,50–75,3,Depends,Website,Depends,6
25-34,Male,8–15K,Student,Other,6,1–2,"Sustainability, Low price",Yes,Depends,Often,"Italian, Fast Food",Yes,"Non-transparent pricing, Late delivery, Lack of discounts",Rarely,3,5,75–100,Maybe,75–100,3,Yes,Mobile App,ASAP,8
18-24,Female,15–25K,Homemaker,Other,6,1–2,Fast delivery,Yes,Yes,Sometimes,"Fast Food, Vegan, Mexican, Japanese",No,"Late delivery, Driver behavior, Cold food, Limited restaurant choice",Often,5,5,50–75,Yes,100–150,1,Yes,Mobile App,Schedule,7
35-44,Female,8–15K,Self-Employed,Divorced,4,0,Healthy options,No,Yes,Often,"Mexican, Vegan, Arabic",Yes,"Bad customer support, Non-transparent pricing",Sometimes,3,3,25–50,Maybe,50–75,3,No,Mobile App,ASAP,8
25-34,Female,8–15K,Student,Other,5,3–5,"Fresh/hot food, Low price, Variety of restaurants",Yes,No,Sometimes,"Mexican, Italian",Yes,"Cold food, Limited restaurant choice, Bad customer support",Sometimes,2,2,50–75,Yes,50–75,5,No,Mobile App,Schedule,7
18-24,Female,8–15K,Employed,Divorced,5,3–5,Sustainability,Yes,Depends,Sometimes,"Arabic, Chinese, Mexican, Fast Food",No,"Driver behavior, Poor packaging, Bad customer support",Sometimes,3,1,50–75,No,75–100,3,Yes,Mobile App,ASAP,4
25-34,Female,15–25K,Homemaker,Other,7,3–5,"Variety of restaurants, Fresh/hot food, Sustainability",Yes,No,Sometimes,"Italian, Vegan",Yes,"Driver behavior, Non-transparent pricing, Bad customer support",Always,4,1,10–25,Yes,50–75,2,No,Mobile App,ASAP,6
45-54,Female,8–15K,Student,Divorced,6,1–2,"Low price, Healthy options, Customization",Yes,Yes,Rarely,"Chinese, Indian, Mexican",Yes,Lack of discounts,Often,3,3,10–25,Yes,50–75,2,No,Mobile App,ASAP,5
25-34,Female,4–8K,Retired,Other,1,0,"Healthy options, Fast delivery",No,Yes,Often,"Chinese, Japanese, Mexican",Yes,"Cold food, Non-transparent pricing",Often,4,5,25–50,Yes,100–150,1,Depends,Mobile App,Schedule,6
18-24,Female,15–25K,Unemployed,Single,3,1–2,"Low price, Customization, Discounts",No,Yes,Often,"Indian, Arabic, Fast Food, Japanese",Yes,"Cold food, Non-transparent pricing, Poor packaging, Lack of discounts",Often,3,3,25–50,Maybe,75–100,1,No,Mobile App,Depends,7
25-34,Female,15–25K,Employed,Married,6,1–2,"Healthy options, Variety of restaurants, Fast delivery",Yes,Yes,Rarely,"Indian, Japanese, Mexican",Yes,"Cold food, Driver behavior, Limited restaurant choice",Never,3,3,25–50,Maybe,30–50,3,No,Phone Call,ASAP,9
55+,Female,4–8K,Unemployed,Single,2,1–2,Sustainability,Yes,No,Rarely,"Indian, Italian, Mexican, Chinese",Yes,"Driver behavior, Bad customer support, Cold food, Late delivery",Rarely,5,4,25–50,Yes,50–75,3,No,Mobile App,Schedule,8
25-34,Female,4–8K,Unemployed,Married,3,1–2,Discounts,Yes,Depends,Often,"Japanese, Italian",No,"Non-transparent pricing, Late delivery, Cold food",Often,2,2,25–50,Maybe,50–75,4,No,Mobile App,ASAP,7
35-44,Male,4–8K,Student,Married,7,1–2,Customization,Yes,No,Often,"Indian, Japanese",Yes,"Poor packaging, Bad customer support",Rarely,2,5,75–100,No,100–150,4,Depends,Mobile App,ASAP,9
35-44,Female,8–15K,Employed,Divorced,5,3–5,Customization,Yes,Depends,Often,"Japanese, Italian, Arabic, Fast Food",Yes,"Limited restaurant choice, Lack of discounts, Non-transparent pricing, Late delivery",Often,2,3,50–75,Maybe,150+,4,Yes,Mobile App,ASAP,7
25-34,Female,8–15K,Employed,Married,6,1–2,Customization,No,Yes,Sometimes,"Vegan, Indian",No,"Lack of discounts, Non-transparent pricing, Bad customer support, Poor packaging",Sometimes,4,5,75–100,Yes,75–100,3,No,Mobile App,Schedule,7
35-44,Male,15–25K,Self-Employed,Single,4,1–2,Customization,Yes,Depends,Sometimes,"Fast Food, Italian, Chinese",Yes,Non-transparent pricing,Often,3,3,50–75,Yes,50–75,5,No,Mobile App,Schedule,6
25-34,Female,8–15K,Unemployed,Single,2,3–5,"Sustainability, Fresh/hot food",No,No,Always,"Chinese, Fast Food",No,"Driver behavior, Bad customer support",Sometimes,4,3,10–25,No,30–50,2,No,Mobile App,ASAP,4
35-44,Male,8–15K,Employed,Other,6,1–2,"Fast delivery, Variety of restaurants",Yes,Yes,Often,"Mexican, Arabic, Fast Food, Vegan",Yes,Non-transparent pricing,Often,3,5,25–50,Yes,50–75,3,Yes,Mobile App,Schedule,8
35-44,Male,8–15K,Self-Employed,Single,7,1–2,"Customization, Healthy options",Yes,No,Sometimes,"Italian, Arabic, Indian, Vegan",Yes,"Driver behavior, Late delivery",Always,3,4,75–100,Yes,50–75,5,Yes,WhatsApp,Schedule,3
25-34,Female,15–25K,Homemaker,Other,1,3–5,Fresh/hot food,Yes,Yes,Often,"Italian, Mexican, Arabic, Vegan",Neutral,"Poor packaging, Non-transparent pricing, Bad customer support, Late delivery",Often,4,5,25–50,Yes,50–75,3,Yes,Mobile App,Depends,5
18-24,Male,8–15K,Self-Employed,Married,2,3–5,Customization,Yes,No,Often,"Mexican, Vegan",Yes,"Non-transparent pricing, Late delivery, Limited restaurant choice",Often,5,2,10–25,Yes,50–75,3,Yes,Mobile App,ASAP,7
45-54,Female,25K+,Retired,Single,7,3–5,"Customization, Discounts",Yes,Yes,Sometimes,"Indian, Japanese, Italian",Neutral,Lack of discounts,Sometimes,2,2,25–50,Yes,50–75,3,Depends,Mobile App,ASAP,5
25-34,Female,8–15K,Student,Married,6,1–2,"Fast delivery, Low price",Yes,Yes,Sometimes,"Mexican, Arabic",Yes,"Lack of discounts, Poor packaging",Always,2,1,25–50,Maybe,100–150,4,No,Mobile App,ASAP,7
25-34,Female,4–8K,Homemaker,Single,1,1–2,"Fast delivery, Healthy options",Yes,No,Rarely,"Mexican, Indian, Vegan",Yes,Poor packaging,Sometimes,3,5,25–50,Yes,30–50,3,Yes,Mobile App,ASAP,7
18-24,Male,8–15K,Homemaker,Single,2,1–2,"Sustainability, Customization, Variety of restaurants",Yes,No,Rarely,"Indian, Fast Food, Arabic, Mexican",Yes,"Non-transparent pricing, Poor packaging",Sometimes,5,4,25–50,Yes,75–100,2,Yes,Mobile App,ASAP,6
35-44,Male,8–15K,Retired,Other,1,0,Customization,Yes,Yes,Often,"Indian, Chinese, Japanese, Vegan",Yes,"Non-transparent pricing, Driver behavior",Sometimes,2,3,25–50,Yes,50–75,3,Yes,Mobile App,Depends,7
35-44,Female,8–15K,Self-Employed,Married,1,3–5,"Fresh/hot food, Variety of restaurants",Yes,Yes,Sometimes,"Mexican, Chinese, Japanese, Vegan",No,"Cold food, Limited restaurant choice, Non-transparent pricing",Sometimes,3,4,50–75,No,75–100,4,Depends,Mobile App,Schedule,7
18-24,Prefer not to say,4–8K,Student,Single,2,3–5,"Sustainability, Fast delivery, Discounts",Yes,Yes,Often,"Italian, Arabic, Vegan",Yes,Lack of discounts,Always,2,5,25–50,No,50–75,3,No,Website,Schedule,4
25-34,Female,4–8K,Self-Employed,Divorced,2,1–2,"Low price, Customization",Yes,Yes,Always,"Fast Food, Mexican, Indian, Chinese",No,"Cold food, Limited restaurant choice, Lack of discounts, Poor packaging",Sometimes,4,3,50–75,No,30–50,2,Depends,Other,Schedule,8
25-34,Male,15–25K,Employed,Married,1,3–5,"Variety of restaurants, Healthy options",Yes,Depends,Rarely,"Italian, Indian, Mexican",Yes,"Poor packaging, Limited restaurant choice, Lack of discounts",Rarely,1,1,50–75,Yes,30–50,2,Yes,Mobile App,ASAP,2
35-44,Female,4–8K,Self-Employed,Married,7,1–2,"Sustainability, Fresh/hot food",Yes,Depends,Sometimes,"Italian, Vegan, Chinese, Japanese",Yes,"Poor packaging, Non-transparent pricing, Cold food",Sometimes,2,1,50–75,Yes,30–50,4,Depends,Website,ASAP,10
25-34,Female,15–25K,Homemaker,Married,5,3–5,"Healthy options, Customization",Yes,Yes,Often,"Chinese, Fast Food",Yes,"Lack of discounts, Limited restaurant choice, Late delivery, Bad customer support",Sometimes,5,2,25–50,No,30–50,3,Yes,Phone Call,Schedule,8
35-44,Female,4–8K,Student,Other,2,1–2,"Variety of restaurants, Fast delivery",Yes,No,Often,"Italian, Chinese, Indian",Yes,"Bad customer support, Lack of discounts, Non-transparent pricing, Poor packaging",Sometimes,3,4,50–75,Maybe,75–100,3,Yes,Other,ASAP,9
25-34,Male,8–15K,Self-Employed,Divorced,6,0,Fresh/hot food,No,Yes,Often,"Fast Food, Japanese",Yes,"Poor packaging, Limited restaurant choice, Lack of discounts, Non-transparent pricing",Often,2,2,10–25,No,30–50,4,Yes,Mobile App,Schedule,8
45-54,Female,8–15K,Student,Married,3,1–2,"Low price, Fresh/hot food",Yes,No,Sometimes,"Mexican, Fast Food, Vegan",Yes,"Cold food, Driver behavior, Limited restaurant choice, Non-transparent pricing",Sometimes,3,5,25–50,Yes,50–75,1,No,Website,ASAP,7
18-24,Female,8–15K,Student,Single,4,3–5,"Fresh/hot food, Variety of restaurants, Customization",Yes,Yes,Sometimes,"Italian, Vegan, Fast Food",Yes,"Cold food, Late delivery, Limited restaurant choice",Rarely,3,2,50–75,Yes,30–50,3,Yes,Mobile App,Depends,5
25-34,Non-binary,8–15K,Employed,Single,1,3–5,"Sustainability, Healthy options",No,Yes,Sometimes,"Fast Food, Indian, Italian",No,"Bad customer support, Poor packaging, Non-transparent pricing",Always,4,3,25–50,Yes,50–75,5,No,Mobile App,ASAP,7
18-24,Male,4–8K,Employed,Other,1,0,"Low price, Sustainability",Yes,No,Always,"Arabic, Fast Food, Mexican, Italian",No,"Limited restaurant choice, Non-transparent pricing, Bad customer support",Rarely,1,1,25–50,No,75–100,3,Depends,Website,Schedule,8
45-54,Female,0–4K,Homemaker,Single,4,1–2,"Discounts, Sustainability, Fresh/hot food",Yes,Yes,Sometimes,"Arabic, Vegan",Yes,"Limited restaurant choice, Late delivery, Non-transparent pricing, Bad customer support",Often,2,3,25–50,Yes,50–75,3,Yes,Website,Schedule,5
45-54,Female,8–15K,Retired,Married,5,1–2,Healthy options,No,No,Always,"Japanese, Fast Food, Mexican, Chinese",Yes,Bad customer support,Often,2,3,10–25,Yes,50–75,3,Yes,Mobile App,Schedule,7
25-34,Male,8–15K,Student,Single,4,1–2,"Variety of restaurants, Customization",Yes,Depends,Sometimes,"Arabic, Chinese",Yes,Cold food,Rarely,4,5,25–50,Yes,75–100,4,Depends,Website,ASAP,3
35-44,Female,25K+,Retired,Married,2,3–5,"Fresh/hot food, Customization",No,Yes,Always,"Indian, Japanese, Chinese",Yes,Non-transparent pricing,Rarely,3,4,100+,Yes,30–50,3,No,Mobile App,ASAP,5
45-54,Female,15–25K,Homemaker,Single,4,0,"Discounts, Customization, Low price",Yes,Yes,Often,"Italian, Mexican, Vegan",Yes,"Driver behavior, Late delivery, Poor packaging",Rarely,5,4,25–50,Yes,75–100,5,Depends,Mobile App,Depends,5
35-44,Male,15–25K,Student,Divorced,1,1–2,Healthy options,Yes,Depends,Sometimes,"Indian, Italian, Arabic",Yes,Cold food,Rarely,4,5,25–50,Yes,50–75,3,Yes,Mobile App,ASAP,10
25-34,Male,15–25K,Student,Other,4,3–5,Low price,No,No,Often,"Italian, Fast Food, Arabic, Japanese",No,"Cold food, Lack of discounts, Bad customer support",Often,3,4,50–75,No,30–50,2,Yes,Phone Call,ASAP,4
25-34,Female,8–15K,Unemployed,Other,3,1–2,"Sustainability, Discounts, Fast delivery",Yes,Yes,Sometimes,"Fast Food, Mexican, Japanese, Chinese",Yes,Limited restaurant choice,Sometimes,3,2,50–75,Yes,50–75,5,Yes,WhatsApp,Depends,8
18-24,Male,4–8K,Retired,Divorced,6,3–5,"Low price, Fresh/hot food",Yes,Yes,Sometimes,"Fast Food, Indian, Japanese, Chinese",Yes,"Driver behavior, Limited restaurant choice",Often,5,4,75–100,Yes,30–50,3,Depends,Website,ASAP,10
45-54,Female,25K+,Self-Employed,Divorced,2,3–5,"Healthy options, Customization",Yes,No,Rarely,"Fast Food, Arabic, Italian, Indian",Yes,"Driver behavior, Late delivery, Lack of discounts",Often,5,5,75–100,Yes,75–100,2,Depends,Mobile App,Schedule,9
45-54,Male,8–15K,Employed,Other,4,1–2,"Sustainability, Low price, Fresh/hot food",Yes,Yes,Rarely,"Italian, Chinese",Neutral,Non-transparent pricing,Often,3,3,50–75,Yes,30–50,2,Depends,Mobile App,ASAP,10
